,user,topics,cnt
12143,karpathy,9,5
12144,karpathy,10,1
12145,karpathy,11,1
12146,karpathy,12,5
12147,karpathy,13,22
12148,karpathy,16,24
12149,karpathy,17,2
12150,karpathy,18,3
12151,karpathy,22,11
12152,karpathy,25,25
12153,karpathy,26,3
12154,karpathy,27,55
12155,karpathy,28,48
12156,karpathy,29,1
12157,karpathy,30,6
12158,karpathy,31,1
12159,karpathy,32,26
12160,karpathy,33,1
12161,karpathy,36,96
12162,karpathy,37,41
12163,karpathy,38,8
12164,karpathy,41,8
12165,karpathy,43,4
12166,karpathy,44,1
12167,karpathy,45,26
12168,karpathy,47,1
12169,karpathy,48,5
12170,karpathy,49,30
12171,karpathy,52,1
12172,karpathy,53,5
12173,karpathy,54,7
12174,karpathy,55,36
12175,karpathy,57,1
12176,karpathy,58,3
12177,karpathy,59,48
12178,karpathy,60,2
12179,karpathy,61,1
12180,karpathy,63,14
12181,karpathy,65,2
12182,karpathy,66,22
12183,karpathy,67,17
12184,karpathy,68,10
12185,karpathy,69,11
12186,karpathy,72,15
12187,karpathy,73,1
12188,karpathy,74,1
12189,karpathy,75,124
12190,karpathy,76,1
12191,karpathy,77,13
12192,karpathy,79,5
12193,karpathy,80,1
12194,karpathy,81,10
12195,karpathy,82,6
12196,karpathy,83,4
12197,karpathy,84,39
12198,karpathy,85,24
12199,karpathy,86,11
12200,karpathy,87,24
12201,karpathy,89,10
12202,karpathy,90,16
12203,karpathy,91,2
12204,karpathy,93,6
12205,karpathy,94,1
12206,karpathy,96,1
12207,karpathy,97,6
12208,karpathy,98,6
12209,karpathy,99,1
12210,katenasser,0,13
12211,katenasser,1,51
12212,katenasser,2,7
12213,katenasser,3,41
12214,katenasser,4,31
12215,katenasser,5,15
12216,katenasser,6,1
12217,katenasser,7,3462
12218,katenasser,8,388
12219,katenasser,9,145
12220,katenasser,10,45
12221,katenasser,11,2
12222,katenasser,12,459
12223,katenasser,13,130
12224,katenasser,14,7
12225,katenasser,16,1427
12226,katenasser,17,134
12227,katenasser,18,46
12228,katenasser,19,3
12229,katenasser,20,6
12230,katenasser,21,3
12231,katenasser,22,9
12232,katenasser,23,11
12233,katenasser,24,134
12234,katenasser,25,42
12235,katenasser,26,262
12236,katenasser,27,16
12237,katenasser,28,93
12238,katenasser,29,7
12239,katenasser,30,1
12240,katenasser,31,495
12241,katenasser,32,13
12242,katenasser,33,11
12243,katenasser,34,2480
12244,katenasser,36,101
12245,katenasser,37,11
12246,katenasser,38,113
12247,katenasser,39,6
12248,katenasser,40,3
12249,katenasser,41,120
12250,katenasser,42,182
12251,katenasser,43,2
12252,katenasser,44,125
12253,katenasser,45,154
12254,katenasser,46,1
12255,katenasser,47,2
12256,katenasser,48,21
12257,katenasser,49,358
12258,katenasser,50,2
12259,katenasser,51,1085
12260,katenasser,52,2
12261,katenasser,53,1
12262,katenasser,54,4
12263,katenasser,55,73
12264,katenasser,56,6
12265,katenasser,57,114
12266,katenasser,58,26
12267,katenasser,59,115
12268,katenasser,60,75
12269,katenasser,61,60
12270,katenasser,62,2
12271,katenasser,63,583
12272,katenasser,64,15
12273,katenasser,65,3
12274,katenasser,66,608
12275,katenasser,67,97
12276,katenasser,68,12
12277,katenasser,69,36
12278,katenasser,71,2
12279,katenasser,72,2472
12280,katenasser,73,10
12281,katenasser,74,106
12282,katenasser,75,26
12283,katenasser,76,10
12284,katenasser,77,199
12285,katenasser,78,2
12286,katenasser,79,5
12287,katenasser,80,761
12288,katenasser,81,2
12289,katenasser,82,18
12290,katenasser,83,172
12291,katenasser,84,90
12292,katenasser,85,562
12293,katenasser,86,300
12294,katenasser,87,6
12295,katenasser,89,115
12296,katenasser,90,171
12297,katenasser,91,11
12298,katenasser,92,21
12299,katenasser,93,6
12300,katenasser,94,61
12301,katenasser,95,2120
12302,katenasser,96,81
12303,katenasser,97,16
12304,katenasser,98,6
12305,katenasser,99,70
12306,kernelcdub,0,2
12307,kernelcdub,1,6
12308,kernelcdub,2,1
12309,kernelcdub,4,3
12310,kernelcdub,5,1
12311,kernelcdub,7,1
12312,kernelcdub,9,1
12313,kernelcdub,10,1
12314,kernelcdub,13,1
12315,kernelcdub,14,1
12316,kernelcdub,16,1
12317,kernelcdub,20,1
12318,kernelcdub,22,1
12319,kernelcdub,24,2
12320,kernelcdub,25,2
12321,kernelcdub,26,1
12322,kernelcdub,28,4
12323,kernelcdub,29,1
12324,kernelcdub,32,1
12325,kernelcdub,36,1
12326,kernelcdub,37,10
12327,kernelcdub,38,2
12328,kernelcdub,41,1
12329,kernelcdub,43,1
12330,kernelcdub,44,4
12331,kernelcdub,45,7
12332,kernelcdub,47,2
12333,kernelcdub,49,2
12334,kernelcdub,56,4
12335,kernelcdub,57,1
12336,kernelcdub,59,1
12337,kernelcdub,63,3
12338,kernelcdub,65,1
12339,kernelcdub,66,5
12340,kernelcdub,67,1
12341,kernelcdub,75,12
12342,kernelcdub,76,2
12343,kernelcdub,77,3
12344,kernelcdub,79,3
12345,kernelcdub,80,1
12346,kernelcdub,81,1
12347,kernelcdub,82,1
12348,kernelcdub,84,2
12349,kernelcdub,85,10
12350,kernelcdub,86,1
12351,kernelcdub,87,1
12352,kernelcdub,89,2
12353,kernelcdub,90,1
12354,kernelcdub,94,2
12355,kernelcdub,95,1
12356,kevin2kelly,0,3
12357,kevin2kelly,1,41
12358,kevin2kelly,2,1
12359,kevin2kelly,3,147
12360,kevin2kelly,4,26
12361,kevin2kelly,5,14
12362,kevin2kelly,7,9
12363,kevin2kelly,8,47
12364,kevin2kelly,9,3
12365,kevin2kelly,10,2
12366,kevin2kelly,11,4
12367,kevin2kelly,12,37
12368,kevin2kelly,13,130
12369,kevin2kelly,16,38
12370,kevin2kelly,17,6
12371,kevin2kelly,18,6
12372,kevin2kelly,20,1
12373,kevin2kelly,21,1
12374,kevin2kelly,22,10
12375,kevin2kelly,24,1
12376,kevin2kelly,25,51
12377,kevin2kelly,26,6
12378,kevin2kelly,27,45
12379,kevin2kelly,28,99
12380,kevin2kelly,29,20
12381,kevin2kelly,30,13
12382,kevin2kelly,31,3
12383,kevin2kelly,32,18
12384,kevin2kelly,34,19
12385,kevin2kelly,36,48
12386,kevin2kelly,37,2
12387,kevin2kelly,38,16
12388,kevin2kelly,40,8
12389,kevin2kelly,41,9
12390,kevin2kelly,43,2
12391,kevin2kelly,44,3
12392,kevin2kelly,45,116
12393,kevin2kelly,47,2
12394,kevin2kelly,48,5
12395,kevin2kelly,49,45
12396,kevin2kelly,50,11
12397,kevin2kelly,52,1
12398,kevin2kelly,54,2
12399,kevin2kelly,55,35
12400,kevin2kelly,56,1
12401,kevin2kelly,57,21
12402,kevin2kelly,58,5
12403,kevin2kelly,59,67
12404,kevin2kelly,60,12
12405,kevin2kelly,61,10
12406,kevin2kelly,62,1
12407,kevin2kelly,63,15
12408,kevin2kelly,65,4
12409,kevin2kelly,66,40
12410,kevin2kelly,67,32
12411,kevin2kelly,68,7
12412,kevin2kelly,69,97
12413,kevin2kelly,71,5
12414,kevin2kelly,72,22
12415,kevin2kelly,73,1
12416,kevin2kelly,74,1
12417,kevin2kelly,75,24
12418,kevin2kelly,76,3
12419,kevin2kelly,77,19
12420,kevin2kelly,78,2
12421,kevin2kelly,79,30
12422,kevin2kelly,81,19
12423,kevin2kelly,82,30
12424,kevin2kelly,83,15
12425,kevin2kelly,84,44
12426,kevin2kelly,85,63
12427,kevin2kelly,86,25
12428,kevin2kelly,87,107
12429,kevin2kelly,88,3
12430,kevin2kelly,89,53
12431,kevin2kelly,90,70
12432,kevin2kelly,91,16
12433,kevin2kelly,93,41
12434,kevin2kelly,94,1
12435,kevin2kelly,95,3
12436,kevin2kelly,96,2
12437,kevin2kelly,97,165
12438,kevin2kelly,98,8
12439,kevin2kelly,99,1
12440,kevinabarnes,72,1
12441,khulood_almani,0,12
12442,khulood_almani,1,329
12443,khulood_almani,2,21
12444,khulood_almani,4,3
12445,khulood_almani,6,24
12446,khulood_almani,8,14
12447,khulood_almani,9,3
12448,khulood_almani,10,3
12449,khulood_almani,11,8
12450,khulood_almani,13,23
12451,khulood_almani,14,95
12452,khulood_almani,15,137
12453,khulood_almani,16,3
12454,khulood_almani,17,490
12455,khulood_almani,18,4
12456,khulood_almani,19,46
12457,khulood_almani,20,15
12458,khulood_almani,21,9
12459,khulood_almani,22,1
12460,khulood_almani,23,1699
12461,khulood_almani,24,3
12462,khulood_almani,25,1
12463,khulood_almani,26,8
12464,khulood_almani,27,12
12465,khulood_almani,28,49
12466,khulood_almani,29,4
12467,khulood_almani,30,4
12468,khulood_almani,31,3
12469,khulood_almani,32,5
12470,khulood_almani,33,4
12471,khulood_almani,34,1
12472,khulood_almani,35,182
12473,khulood_almani,36,1
12474,khulood_almani,37,1
12475,khulood_almani,38,4
12476,khulood_almani,39,6076
12477,khulood_almani,40,46
12478,khulood_almani,41,3
12479,khulood_almani,42,1620
12480,khulood_almani,43,33
12481,khulood_almani,44,10
12482,khulood_almani,45,530
12483,khulood_almani,46,255
12484,khulood_almani,48,1248
12485,khulood_almani,49,11
12486,khulood_almani,51,2
12487,khulood_almani,52,3
12488,khulood_almani,53,63
12489,khulood_almani,54,63
12490,khulood_almani,55,1
12491,khulood_almani,56,1
12492,khulood_almani,57,1
12493,khulood_almani,58,328
12494,khulood_almani,59,1190
12495,khulood_almani,60,2
12496,khulood_almani,62,15
12497,khulood_almani,63,2197
12498,khulood_almani,64,100
12499,khulood_almani,65,2
12500,khulood_almani,66,30
12501,khulood_almani,67,26
12502,khulood_almani,68,9
12503,khulood_almani,69,5
12504,khulood_almani,70,188
12505,khulood_almani,71,2
12506,khulood_almani,72,92
12507,khulood_almani,73,521
12508,khulood_almani,74,1
12509,khulood_almani,75,5
12510,khulood_almani,76,14
12511,khulood_almani,77,4
12512,khulood_almani,78,30
12513,khulood_almani,79,8
12514,khulood_almani,81,9
12515,khulood_almani,82,1
12516,khulood_almani,83,8
12517,khulood_almani,84,14
12518,khulood_almani,85,158
12519,khulood_almani,86,6
12520,khulood_almani,87,2
12521,khulood_almani,88,34
12522,khulood_almani,89,337
12523,khulood_almani,90,16
12524,khulood_almani,91,14
12525,khulood_almani,92,113
12526,khulood_almani,93,4
12527,khulood_almani,94,1
12528,khulood_almani,95,3
12529,khulood_almani,96,878
12530,khulood_almani,99,3
12531,kirkdborne,0,5
12532,kirkdborne,1,325
12533,kirkdborne,2,174
12534,kirkdborne,3,66
12535,kirkdborne,4,58
12536,kirkdborne,5,73
12537,kirkdborne,6,8875
12538,kirkdborne,7,23
12539,kirkdborne,8,161
12540,kirkdborne,9,37
12541,kirkdborne,10,51
12542,kirkdborne,11,95
12543,kirkdborne,12,13
12544,kirkdborne,13,69
12545,kirkdborne,14,122
12546,kirkdborne,15,1225
12547,kirkdborne,16,20
12548,kirkdborne,17,120
12549,kirkdborne,18,61
12550,kirkdborne,19,133
12551,kirkdborne,20,1695
12552,kirkdborne,21,697
12553,kirkdborne,22,33
12554,kirkdborne,23,30
12555,kirkdborne,24,89
12556,kirkdborne,25,327
12557,kirkdborne,26,79
12558,kirkdborne,27,396
12559,kirkdborne,28,94
12560,kirkdborne,29,20
12561,kirkdborne,30,5
12562,kirkdborne,31,222
12563,kirkdborne,32,56
12564,kirkdborne,33,85
12565,kirkdborne,34,18
12566,kirkdborne,35,4028
12567,kirkdborne,36,133
12568,kirkdborne,37,793
12569,kirkdborne,38,38
12570,kirkdborne,39,92
12571,kirkdborne,40,492
12572,kirkdborne,41,39
12573,kirkdborne,42,58
12574,kirkdborne,43,538
12575,kirkdborne,44,102
12576,kirkdborne,45,362
12577,kirkdborne,46,5072
12578,kirkdborne,47,27
12579,kirkdborne,48,171
12580,kirkdborne,49,20
12581,kirkdborne,50,15
12582,kirkdborne,51,10
12583,kirkdborne,52,166
12584,kirkdborne,53,2365
12585,kirkdborne,54,637
12586,kirkdborne,55,117
12587,kirkdborne,56,150
12588,kirkdborne,57,30
12589,kirkdborne,58,59
12590,kirkdborne,59,415
12591,kirkdborne,60,21
12592,kirkdborne,61,32
12593,kirkdborne,62,504
12594,kirkdborne,63,233
12595,kirkdborne,64,178
12596,kirkdborne,65,15
12597,kirkdborne,66,94
12598,kirkdborne,67,96
12599,kirkdborne,68,40
12600,kirkdborne,69,40
12601,kirkdborne,70,6
12602,kirkdborne,71,27
12603,kirkdborne,72,89
12604,kirkdborne,73,84
12605,kirkdborne,74,69
12606,kirkdborne,75,519
12607,kirkdborne,76,103
12608,kirkdborne,77,42
12609,kirkdborne,78,15
12610,kirkdborne,79,35
12611,kirkdborne,80,16
12612,kirkdborne,81,66
12613,kirkdborne,82,103
12614,kirkdborne,83,5
12615,kirkdborne,84,172
12616,kirkdborne,85,214
12617,kirkdborne,86,18
12618,kirkdborne,87,61
12619,kirkdborne,88,7
12620,kirkdborne,89,109
12621,kirkdborne,90,26
12622,kirkdborne,91,309
12623,kirkdborne,92,74
12624,kirkdborne,93,11
12625,kirkdborne,94,105
12626,kirkdborne,95,16
12627,kirkdborne,96,111
12628,kirkdborne,97,64
12629,kirkdborne,98,37
12630,kirkdborne,99,9
12631,kjaerglobal,25,1
12632,kjaerglobal,31,1
12633,kjaerglobal,66,1
12634,kjaerglobal,77,4
12635,kjaerglobal,79,1
12636,kjaerglobal,95,1
12637,kmp603,3,1
12638,kmp603,7,1
12639,kmp603,10,2
12640,kmp603,13,1
12641,kmp603,24,5
12642,kmp603,25,1
12643,kmp603,28,1
12644,kmp603,34,1
12645,kmp603,45,3
12646,kmp603,49,1
12647,kmp603,63,2
12648,kmp603,66,1
12649,kmp603,69,1
12650,kmp603,72,2
12651,kmp603,74,1
12652,kmp603,76,1
12653,kmp603,77,2
12654,kmp603,80,1
12655,kmp603,81,1
12656,kmp603,85,2
12657,kmp603,92,2
12658,kmp603,98,1
12659,kristinadryza,0,2
12660,kristinadryza,1,1
12661,kristinadryza,3,209
12662,kristinadryza,4,4
12663,kristinadryza,7,5
12664,kristinadryza,8,99
12665,kristinadryza,10,1
12666,kristinadryza,12,22
12667,kristinadryza,13,1
12668,kristinadryza,16,47
12669,kristinadryza,18,2
12670,kristinadryza,22,2
12671,kristinadryza,25,186
12672,kristinadryza,26,4
12673,kristinadryza,28,4
12674,kristinadryza,29,1
12675,kristinadryza,30,1
12676,kristinadryza,31,2
12677,kristinadryza,32,1
12678,kristinadryza,34,15
12679,kristinadryza,41,2
12680,kristinadryza,43,1
12681,kristinadryza,45,13
12682,kristinadryza,49,12
12683,kristinadryza,50,5
12684,kristinadryza,55,14
12685,kristinadryza,57,1
12686,kristinadryza,58,20
12687,kristinadryza,59,14
12688,kristinadryza,61,1
12689,kristinadryza,63,12
12690,kristinadryza,66,8
12691,kristinadryza,68,1
12692,kristinadryza,69,2
12693,kristinadryza,72,2
12694,kristinadryza,73,1
12695,kristinadryza,74,1
12696,kristinadryza,75,9
12697,kristinadryza,77,44
12698,kristinadryza,79,2
12699,kristinadryza,81,1
12700,kristinadryza,82,4
12701,kristinadryza,83,7
12702,kristinadryza,84,12
12703,kristinadryza,85,15
12704,kristinadryza,86,2
12705,kristinadryza,87,12
12706,kristinadryza,89,2
12707,kristinadryza,90,23
12708,kristinadryza,91,5
12709,kristinadryza,93,1
12710,kristinadryza,95,12
12711,kristinadryza,97,21
12712,kristinadryza,99,5
12713,kristinalford,0,7
12714,kristinalford,1,11
12715,kristinalford,3,33
12716,kristinalford,4,7
12717,kristinalford,7,9
12718,kristinalford,8,10
12719,kristinalford,9,4
12720,kristinalford,10,4
12721,kristinalford,11,1
12722,kristinalford,12,14
12723,kristinalford,13,7
12724,kristinalford,16,14
12725,kristinalford,17,2
12726,kristinalford,18,1
12727,kristinalford,19,1
12728,kristinalford,20,1
12729,kristinalford,22,2
12730,kristinalford,25,8
12731,kristinalford,26,7
12732,kristinalford,27,3
12733,kristinalford,28,11
12734,kristinalford,30,1
12735,kristinalford,32,5
12736,kristinalford,34,6
12737,kristinalford,36,9
12738,kristinalford,37,1
12739,kristinalford,41,4
12740,kristinalford,42,1
12741,kristinalford,43,4
12742,kristinalford,45,16
12743,kristinalford,46,1
12744,kristinalford,48,1
12745,kristinalford,49,20
12746,kristinalford,51,1
12747,kristinalford,55,6
12748,kristinalford,57,12
12749,kristinalford,59,6
12750,kristinalford,60,3
12751,kristinalford,61,5
12752,kristinalford,63,22
12753,kristinalford,65,1
12754,kristinalford,66,40
12755,kristinalford,67,3
12756,kristinalford,68,1
12757,kristinalford,69,7
12758,kristinalford,70,1
12759,kristinalford,72,9
12760,kristinalford,73,1
12761,kristinalford,75,7
12762,kristinalford,77,28
12763,kristinalford,79,10
12764,kristinalford,80,1
12765,kristinalford,81,1
12766,kristinalford,82,1
12767,kristinalford,83,5
12768,kristinalford,84,28
12769,kristinalford,85,52
12770,kristinalford,86,7
12771,kristinalford,87,10
12772,kristinalford,89,1
12773,kristinalford,90,7
12774,kristinalford,91,1
12775,kristinalford,92,3
12776,kristinalford,93,3
12777,kristinalford,94,4
12778,kristinalford,95,4
12779,kristinalford,96,1
12780,kristinalford,97,16
12781,kristinalford,99,2
12782,ktinnovate,0,8
12783,ktinnovate,1,35
12784,ktinnovate,2,293
12785,ktinnovate,3,8
12786,ktinnovate,4,15
12787,ktinnovate,5,3
12788,ktinnovate,7,7
12789,ktinnovate,8,27
12790,ktinnovate,9,25
12791,ktinnovate,10,14
12792,ktinnovate,11,2
12793,ktinnovate,12,2
12794,ktinnovate,13,32
12795,ktinnovate,14,11
12796,ktinnovate,15,1
12797,ktinnovate,16,1
12798,ktinnovate,17,10
12799,ktinnovate,18,6
12800,ktinnovate,19,102
12801,ktinnovate,21,6
12802,ktinnovate,22,1
12803,ktinnovate,24,5
12804,ktinnovate,25,111
12805,ktinnovate,26,14
12806,ktinnovate,28,13
12807,ktinnovate,29,2
12808,ktinnovate,30,1
12809,ktinnovate,31,7
12810,ktinnovate,33,10
12811,ktinnovate,34,22
12812,ktinnovate,36,4
12813,ktinnovate,37,3
12814,ktinnovate,38,10
12815,ktinnovate,41,3
12816,ktinnovate,42,2
12817,ktinnovate,43,8
12818,ktinnovate,44,4
12819,ktinnovate,45,33
12820,ktinnovate,46,1
12821,ktinnovate,48,3
12822,ktinnovate,49,13
12823,ktinnovate,51,22
12824,ktinnovate,52,3
12825,ktinnovate,54,1
12826,ktinnovate,55,6
12827,ktinnovate,56,109
12828,ktinnovate,57,3
12829,ktinnovate,59,20
12830,ktinnovate,60,10
12831,ktinnovate,61,23
12832,ktinnovate,63,17
12833,ktinnovate,64,29
12834,ktinnovate,65,1
12835,ktinnovate,66,23
12836,ktinnovate,67,16
12837,ktinnovate,68,1
12838,ktinnovate,69,23
12839,ktinnovate,71,3
12840,ktinnovate,72,18
12841,ktinnovate,73,5
12842,ktinnovate,74,5
12843,ktinnovate,75,1
12844,ktinnovate,76,13
12845,ktinnovate,77,15
12846,ktinnovate,78,12
12847,ktinnovate,79,2
12848,ktinnovate,80,3
12849,ktinnovate,82,4
12850,ktinnovate,83,20
12851,ktinnovate,85,23
12852,ktinnovate,86,18
12853,ktinnovate,87,1
12854,ktinnovate,88,2
12855,ktinnovate,89,6
12856,ktinnovate,90,16
12857,ktinnovate,92,16
12858,ktinnovate,93,2
12859,ktinnovate,94,17
12860,ktinnovate,95,60
12861,ktinnovate,96,5
12862,ktinnovate,97,7
12863,ktinnovate,98,5
12864,ktinnovate,99,40
12865,larrybrilliant,0,1
12866,larrybrilliant,1,2
12867,larrybrilliant,3,7
12868,larrybrilliant,4,18
12869,larrybrilliant,7,1
12870,larrybrilliant,8,10
12871,larrybrilliant,10,1
12872,larrybrilliant,12,24
12873,larrybrilliant,13,8
12874,larrybrilliant,16,8
12875,larrybrilliant,17,1
12876,larrybrilliant,18,2
12877,larrybrilliant,19,1
12878,larrybrilliant,22,2
12879,larrybrilliant,25,21
12880,larrybrilliant,26,2
12881,larrybrilliant,28,1
12882,larrybrilliant,32,1
12883,larrybrilliant,34,6
12884,larrybrilliant,36,1
12885,larrybrilliant,38,1
12886,larrybrilliant,41,1
12887,larrybrilliant,42,1
12888,larrybrilliant,45,6
12889,larrybrilliant,49,8
12890,larrybrilliant,55,9
12891,larrybrilliant,56,1
12892,larrybrilliant,58,1
12893,larrybrilliant,59,11
12894,larrybrilliant,60,144
12895,larrybrilliant,61,91
12896,larrybrilliant,63,6
12897,larrybrilliant,65,1
12898,larrybrilliant,66,3
12899,larrybrilliant,68,3
12900,larrybrilliant,69,4
12901,larrybrilliant,72,5
12902,larrybrilliant,73,1
12903,larrybrilliant,77,8
12904,larrybrilliant,79,1
12905,larrybrilliant,82,2
12906,larrybrilliant,83,22
12907,larrybrilliant,84,5
12908,larrybrilliant,85,10
12909,larrybrilliant,86,3
12910,larrybrilliant,87,1
12911,larrybrilliant,90,18
12912,larrybrilliant,91,7
12913,larrybrilliant,93,4
12914,larrybrilliant,95,1
12915,larrybrilliant,96,1
12916,larrybrilliant,97,4
12917,larrybrilliant,99,16
12918,laurenqvolpe,34,1
12919,laurenqvolpe,49,1
12920,laurenqvolpe,59,1
12921,leon_clevefdn,1,21
12922,leon_clevefdn,3,1
12923,leon_clevefdn,4,1
12924,leon_clevefdn,8,4
12925,leon_clevefdn,9,2
12926,leon_clevefdn,13,8
12927,leon_clevefdn,17,1
12928,leon_clevefdn,18,1
12929,leon_clevefdn,22,2
12930,leon_clevefdn,24,1
12931,leon_clevefdn,26,2
12932,leon_clevefdn,28,5
12933,leon_clevefdn,31,1
12934,leon_clevefdn,33,4
12935,leon_clevefdn,34,1
12936,leon_clevefdn,37,2
12937,leon_clevefdn,42,1
12938,leon_clevefdn,44,1
12939,leon_clevefdn,45,8
12940,leon_clevefdn,47,1
12941,leon_clevefdn,52,1
12942,leon_clevefdn,55,1
12943,leon_clevefdn,57,1
12944,leon_clevefdn,59,16
12945,leon_clevefdn,63,10
12946,leon_clevefdn,66,7
12947,leon_clevefdn,67,5
12948,leon_clevefdn,69,9
12949,leon_clevefdn,72,7
12950,leon_clevefdn,76,3
12951,leon_clevefdn,77,1
12952,leon_clevefdn,81,2
12953,leon_clevefdn,82,1
12954,leon_clevefdn,84,2
12955,leon_clevefdn,85,12
12956,leon_clevefdn,89,9
12957,leon_clevefdn,90,1
12958,leon_clevefdn,96,2
12959,leslieo,1,27
12960,leslieo,2,1
12961,leslieo,3,66
12962,leslieo,4,12
12963,leslieo,5,5
12964,leslieo,7,279
12965,leslieo,8,132
12966,leslieo,9,45
12967,leslieo,10,3
12968,leslieo,12,9
12969,leslieo,13,88
12970,leslieo,16,102
12971,leslieo,17,24
12972,leslieo,18,69
12973,leslieo,19,1
12974,leslieo,22,33
12975,leslieo,24,123
12976,leslieo,25,35
12977,leslieo,26,114
12978,leslieo,27,1
12979,leslieo,28,129
12980,leslieo,29,21
12981,leslieo,31,154
12982,leslieo,33,2
12983,leslieo,34,157
12984,leslieo,36,10
12985,leslieo,37,3
12986,leslieo,38,168
12987,leslieo,39,1
12988,leslieo,40,18
12989,leslieo,41,24
12990,leslieo,42,12
12991,leslieo,44,13
12992,leslieo,45,79
12993,leslieo,47,1
12994,leslieo,48,48
12995,leslieo,49,161
12996,leslieo,50,5
12997,leslieo,51,5
12998,leslieo,55,69
12999,leslieo,56,11
13000,leslieo,57,46
13001,leslieo,58,57
13002,leslieo,59,49
13003,leslieo,60,5
13004,leslieo,63,55
13005,leslieo,65,1
13006,leslieo,66,226
13007,leslieo,67,167
13008,leslieo,68,3
13009,leslieo,69,50
13010,leslieo,71,11
13011,leslieo,72,134
13012,leslieo,73,2
13013,leslieo,74,135
13014,leslieo,75,5
13015,leslieo,76,27
13016,leslieo,77,71
13017,leslieo,78,1
13018,leslieo,79,4
13019,leslieo,80,194
13020,leslieo,82,22
13021,leslieo,83,45
13022,leslieo,84,37
13023,leslieo,85,153
13024,leslieo,86,111
13025,leslieo,87,5
13026,leslieo,89,28
13027,leslieo,90,165
13028,leslieo,91,49
13029,leslieo,92,22
13030,leslieo,93,2
13031,leslieo,94,26
13032,leslieo,95,64
13033,leslieo,96,73
13034,leslieo,97,39
13035,leslieo,98,40
13036,leslieo,99,2
13037,lesottolenghi,0,48
13038,lesottolenghi,1,3
13039,lesottolenghi,2,13
13040,lesottolenghi,3,72
13041,lesottolenghi,4,24
13042,lesottolenghi,5,52
13043,lesottolenghi,6,4
13044,lesottolenghi,7,54
13045,lesottolenghi,8,18
13046,lesottolenghi,9,39
13047,lesottolenghi,10,46
13048,lesottolenghi,11,6
13049,lesottolenghi,12,21
13050,lesottolenghi,13,3
13051,lesottolenghi,14,8
13052,lesottolenghi,15,4
13053,lesottolenghi,16,23
13054,lesottolenghi,17,5
13055,lesottolenghi,18,70
13056,lesottolenghi,19,3
13057,lesottolenghi,20,19
13058,lesottolenghi,21,10
13059,lesottolenghi,22,236
13060,lesottolenghi,23,1
13061,lesottolenghi,24,3
13062,lesottolenghi,25,55
13063,lesottolenghi,26,101
13064,lesottolenghi,27,20
13065,lesottolenghi,28,1
13066,lesottolenghi,29,20
13067,lesottolenghi,30,8
13068,lesottolenghi,31,39
13069,lesottolenghi,32,143
13070,lesottolenghi,33,55
13071,lesottolenghi,34,6
13072,lesottolenghi,36,15
13073,lesottolenghi,37,25
13074,lesottolenghi,38,44
13075,lesottolenghi,40,2
13076,lesottolenghi,41,13
13077,lesottolenghi,42,1
13078,lesottolenghi,43,19
13079,lesottolenghi,44,52
13080,lesottolenghi,45,5
13081,lesottolenghi,46,2
13082,lesottolenghi,47,31
13083,lesottolenghi,49,16
13084,lesottolenghi,51,9
13085,lesottolenghi,52,70
13086,lesottolenghi,53,8
13087,lesottolenghi,54,15
13088,lesottolenghi,55,30
13089,lesottolenghi,56,56
13090,lesottolenghi,57,35
13091,lesottolenghi,59,4
13092,lesottolenghi,60,38
13093,lesottolenghi,61,24
13094,lesottolenghi,62,18
13095,lesottolenghi,63,2
13096,lesottolenghi,64,22
13097,lesottolenghi,65,47
13098,lesottolenghi,66,15
13099,lesottolenghi,67,6
13100,lesottolenghi,68,14
13101,lesottolenghi,69,1
13102,lesottolenghi,70,1
13103,lesottolenghi,71,19
13104,lesottolenghi,72,2
13105,lesottolenghi,73,2
13106,lesottolenghi,74,43
13107,lesottolenghi,75,51
13108,lesottolenghi,76,93
13109,lesottolenghi,77,57
13110,lesottolenghi,78,7
13111,lesottolenghi,79,28
13112,lesottolenghi,80,18
13113,lesottolenghi,81,122
13114,lesottolenghi,82,331
13115,lesottolenghi,83,7
13116,lesottolenghi,84,49
13117,lesottolenghi,85,16
13118,lesottolenghi,86,1
13119,lesottolenghi,87,26
13120,lesottolenghi,89,1
13121,lesottolenghi,90,7
13122,lesottolenghi,91,1
13123,lesottolenghi,92,22
13124,lesottolenghi,93,27
13125,lesottolenghi,94,77
13126,lesottolenghi,95,22
13127,lesottolenghi,96,1
13128,lesottolenghi,97,40
13129,lesottolenghi,98,144
13130,lesottolenghi,99,5
13131,lexfridman,0,1
13132,lexfridman,1,7
13133,lexfridman,2,3
13134,lexfridman,3,33
13135,lexfridman,4,17
13136,lexfridman,5,15
13137,lexfridman,6,7
13138,lexfridman,7,33
13139,lexfridman,8,24
13140,lexfridman,9,2
13141,lexfridman,11,7
13142,lexfridman,12,52
13143,lexfridman,13,18
13144,lexfridman,16,108
13145,lexfridman,17,1
13146,lexfridman,18,23
13147,lexfridman,20,1
13148,lexfridman,22,15
13149,lexfridman,25,34
13150,lexfridman,26,22
13151,lexfridman,27,17
13152,lexfridman,28,31
13153,lexfridman,30,8
13154,lexfridman,31,5
13155,lexfridman,32,5
13156,lexfridman,33,1
13157,lexfridman,34,6
13158,lexfridman,36,49
13159,lexfridman,38,2
13160,lexfridman,40,3
13161,lexfridman,41,6
