Topic,sadness,disgust,pessimism,anger,anticipation,joy,fear,optimism,surprise,trust,love
56,0.11278249984891825,0.3967444999269905,0.08059220568067099,0.36246380796416133,0.35023517774201673,0.1053525448680559,0.4787986664584918,0.1557866601804614,0.08148303894079294,0.047405653250029184,0.00863667133041435
57,0.15388108841755277,0.20551994097940257,0.113569305376461,0.18992386676402678,0.43187266938073643,0.30327955169669046,0.087785803837783,0.5996540920795007,0.04587547127532662,0.16204931581887158,0.025823246943180958
58,0.09793313175314106,0.09389227310237475,0.03283513684747741,0.06613126965183765,0.30591632614582775,0.40719576385361145,0.02114286712973844,0.19827109493887984,0.05966467321743257,0.04346198522683699,0.04509970518698683
59,0.14047991558502113,0.08971516139997228,0.04427785139377054,0.06679691417599165,0.18011661271861848,0.529090345089057,0.03248225601079412,0.2846264731705025,0.05899551120715693,0.04542053262626411,0.11414565550777507
60,0.22694679495039677,0.312837724080864,0.13583625292182963,0.25551781308864074,0.37540436485215944,0.19097337954603938,0.27519324953291235,0.3057344672774393,0.07515906959486994,0.06992729066846538,0.015098615793260035
61,0.20853190690484763,0.23989295823694806,0.1455504264305503,0.17996324115840617,0.3761305979268372,0.1474329976621016,0.4047651061748216,0.3378368148212443,0.05760081249110963,0.0741663516804042,0.011486867819355236
62,0.043215652013614235,0.0715546741590995,0.03901336283141926,0.05909582426422156,0.6164580743433005,0.4954346894948589,0.0874620307305283,0.5340901070735495,0.09463700551254656,0.15707422587857478,0.03182403948917412
63,0.08104148441758385,0.04603723614753343,0.027460123521945826,0.03723788065419978,0.17816467320067528,0.8100685768615993,0.027558436540098468,0.58238054105134,0.06122326598699683,0.1115446659845655,0.4030563976671573
64,0.05674611193126378,0.08638633939996794,0.04240405530370591,0.07622974796682104,0.5663882786921337,0.5443698101298493,0.07858573088837298,0.5827965520295803,0.08742647576857428,0.15986598863836768,0.038044836629438465
65,0.05301308019776212,0.0817546387810435,0.0366820296735471,0.0713187477683618,0.613753807241426,0.6351557579003655,0.05095579499839554,0.5548139307260959,0.11784192658972717,0.16496294503948253,0.049711635930678434
66,0.05023753177802577,0.05517913178885643,0.028713762005171693,0.049799335094503794,0.49420905764515943,0.7446909297465052,0.038778396156620785,0.6160985604077168,0.10919373124315507,0.1670055213141781,0.16380071525113588
67,0.16825278074255337,0.33011800597800567,0.08370867520855274,0.3088480986674726,0.3914517092405147,0.2742475780674181,0.0796266714002936,0.29438668868799955,0.08234046499388852,0.07567042696926186,0.029333097789884664
68,0.06154366570429861,0.10781347966606011,0.04650265188227062,0.09212295708709428,0.6074364025611982,0.4918048406697032,0.12079826681209067,0.4729531824124219,0.12391107484327092,0.13970686178516337,0.03161847346889304
69,0.1857973801358033,0.25518065981060806,0.08633009758636712,0.2294959835490964,0.343205525557852,0.3255422369187526,0.08603556365763314,0.31005065681011046,0.08625440793959147,0.0716005077944094,0.04597438230260415
70,0.023915325855824315,0.05804258437377491,0.01947163498976175,0.05520771612941176,0.5688288295000975,0.6588954917641671,0.035602351074665445,0.4915521121808382,0.11097517685488122,0.13616958675092483,0.05382876467636214
71,0.05638976122786137,0.14327503656972257,0.040258454653303896,0.12806938521381733,0.5686502722506535,0.4501583469606563,0.13128808778896436,0.3788991135008744,0.12980779136690168,0.1091112685043797,0.027452492874520153
72,0.15440263696088152,0.2404467765892217,0.06967699041061767,0.23345433539236876,0.3058526023293531,0.43097666823850594,0.08172117503789904,0.3949026362984795,0.0729615400819655,0.0914022290789382,0.0841889290013677
73,0.026201885797238145,0.03829496122142383,0.019148405851804533,0.03469394531804695,0.5283775233795514,0.7586553847712663,0.029814668606645712,0.6012411596166155,0.10622297184539604,0.16218487568586853,0.1066376833487435
74,0.09846392722477705,0.18487915706077482,0.07589368087550004,0.19215918160078183,0.508786016940388,0.33286218958633,0.05818948180437465,0.5594600388427934,0.06368067889975094,0.16041545661829557,0.0314319291423534
75,0.045863270852169395,0.0743319632209609,0.030496778475685937,0.06440358706401893,0.5769395374094017,0.5759622929820838,0.03294113076545742,0.48748667234002446,0.10744777036525369,0.14294433685443408,0.04936599804190653
76,0.07149816181393748,0.10388531358516195,0.04224757836189616,0.08895398037931897,0.5734295399686907,0.5863030967949823,0.052064186506802994,0.474660504686172,0.11937897449753157,0.13168579839349503,0.0541011978944001
77,0.04705768385175556,0.04444834201294811,0.03041539491724304,0.04101769875318888,0.516369471481192,0.7152919897653566,0.049909981745037676,0.6757665765302072,0.09403890953248022,0.18090466157944993,0.10574089995517222
78,0.047900621602085525,0.08675020231101202,0.04568383057388069,0.07468472296955722,0.6346250466573671,0.5008324030675106,0.09934525084433761,0.5507402588448483,0.10891207604478072,0.16424791802619462,0.031008371424473016
79,0.04523904298492974,0.05485773507046562,0.03301099026826735,0.04867656099457705,0.5606112422466488,0.6876465847602498,0.05113389426624649,0.6537014136938938,0.10486119454985042,0.18613286644465682,0.06576907567847938
80,0.08513701922225533,0.13328403040058537,0.07146520369175367,0.1492092522370602,0.4464706697163231,0.40252165896541375,0.060870960197822205,0.7229099414751046,0.04214997380172763,0.2244052355900799,0.04692912008919347
81,0.061800013437444706,0.08354377810137825,0.051207908240106244,0.07366686910587451,0.6123117552348721,0.5803015340522396,0.06701055718005201,0.6532885846466093,0.09642182281062511,0.19845071679610296,0.04364717397627375
82,0.07505426703859423,0.12143416415967236,0.039898328373464784,0.10791219504297621,0.5525303274674459,0.5547545703092315,0.04065214768317479,0.40197306709259173,0.12262294249262184,0.1103111802049869,0.05013059165596867
83,0.19300477381639078,0.6306319848180963,0.11333588412883121,0.643069046896617,0.261886564674664,0.09341832082260923,0.25064806485861746,0.1773122675780974,0.07080738374113056,0.04509560011206321,0.009369075017090086
84,0.06391827502562666,0.06493846865791446,0.041020265060128,0.055619324654977466,0.5181249300998104,0.6290458434455313,0.05772926316167121,0.6338669962365013,0.09304856890524428,0.17653459947572858,0.08770585745879524
85,0.05562521405987387,0.04342285789070055,0.023044848752361177,0.03843127984856675,0.25693142082781306,0.8281788522280598,0.032452109502562894,0.6491987300710805,0.07727042123466113,0.13815938780303974,0.35307395099848404
86,0.20424789847249664,0.4529997132784517,0.10923863583590346,0.45615899228894397,0.30403544227422974,0.17925650927668316,0.09968044134148646,0.27012556992080444,0.06593700911271917,0.06114145415430708,0.019754269700869187
87,0.05638755503821636,0.08662258683266232,0.03277281958124985,0.07013767396518099,0.5232062526721892,0.5671705264310044,0.054314914942171756,0.42286445311821685,0.11621375122881929,0.11670831326147839,0.050685386721366944
88,0.035186973950051985,0.08589965354264606,0.030389796499983166,0.07678568768046275,0.6238924423616842,0.5395011582984853,0.06288784142087414,0.47902041027749614,0.12137327615958125,0.13945949179796008,0.03293863781737215
89,0.10491811957331304,0.10535334897914742,0.043825350644766475,0.09166877263492154,0.26819768173425973,0.603542056688037,0.036109206380244875,0.46618028890990004,0.06535416851595384,0.09999314044252744,0.17194951510737755
90,0.1973405944039937,0.2728346010783225,0.08365147104918016,0.24900116276041573,0.30730232222717907,0.3657089763048369,0.08997186068833035,0.28940850626473874,0.0988138192203969,0.06111750783754608,0.05480979833390465
91,0.08226325596678094,0.05877795911206405,0.024079645730541156,0.03838374254743184,0.2802069907699855,0.590919354948938,0.014863296643372124,0.18227607486566844,0.06871571760898021,0.03670198138926609,0.05901845780789704
92,0.051538484806352015,0.055756473838247396,0.041712835904119304,0.046608426967809174,0.5758035758668762,0.5516298054146488,0.08567524373093166,0.6407293835486394,0.07950763766276484,0.17690258788866836,0.04215312477094207
93,0.13527091934515317,0.19225688067939917,0.08546546986094042,0.16800592864080552,0.44867152124880605,0.3949628239117658,0.11088902980962377,0.506088878518789,0.061803149778941635,0.12207937001100011,0.02818972754738276
94,0.04637846307038616,0.04865425981909807,0.04538033920146871,0.04590010252391768,0.5629745824350616,0.5214156824486236,0.06144798301415109,0.7720431876897169,0.05666766108265479,0.25326940532579323,0.043360475496485966
95,0.08248172792325517,0.10803702731446577,0.06311871528980272,0.10588860894369355,0.42810330123938967,0.47816285822747234,0.06418955317992539,0.7110361116876656,0.04828321451658755,0.21620099860504816,0.056844509094031756
96,0.09825213487800602,0.09072070983485846,0.03935913256118898,0.07958885447074726,0.24961842677481208,0.714057235889913,0.03600003397159173,0.5314416538314944,0.06916696143779494,0.10632844322468439,0.23348178396577082
97,0.06834414446423404,0.062292915517364884,0.02888790444659128,0.04764768545666736,0.36325954129385907,0.6717603310666054,0.02970741159902159,0.43145798479554937,0.07977986025787528,0.08004671218233134,0.10427069079760386
98,0.14790449808253567,0.3329499705117446,0.09001712099246688,0.3122805425504283,0.46792002975605285,0.25217628747983517,0.09746489966604002,0.31025094228200756,0.09370199363180026,0.08177905436756867,0.017219869645358817
99,0.1446840542399679,0.1700821652191756,0.08554379967165003,0.12544676068027713,0.38999258697362177,0.3177128157441886,0.3285459929629235,0.3986017739303573,0.06498470787205869,0.06542386992215064,0.023875050678564116
